;state_code;county_code;site_num;address;state;county;city;date_local;unit_NO2;mean_NO2;firstMV_NO2;firstMH_NO2;aqi_NO2;unit_O3;mean_O3;firstMV_O3;firstMH_O3;aqi_O3;unit_SO2;mean_SO2;firstMV_SO2;firstMH_SO2;aqi_SO2;unit_CO;mean_CO;firstMV_CO;firstMH_CO;aqi_CO
26785;6;73;2007;1100 PASEO INTERNATIONAL, OTAY MESA, CA;California;San Diego;San Diego;2000-12-31;Parts per billion;35.913043;58.0;21;55;Parts per million;0.020684;0.039;8;33;Parts per billion;5.0;8.0;22;11.0;Parts per million;1.8;2.7;2;31.0
311506;6;87;3; Center St;California;Santa Cruz;Davenport;2003-08-22;Parts per billion;1.666667;4.0;18;4;Parts per million;0.0215;0.03;9;25;Parts per billion;0.6875;1.0;8;;Parts per million;0.320833;0.4;16;5.0
229339;17;163;10;13TH & TUDOR;Illinois;Saint Clair;East Saint Louis;2002-01-14;Parts per billion;14.083332999999998;25.0;7;24;Parts per million;0.012792;0.019;20;16;Parts per billion;15.583332999999998;81.0;3;103.0;Parts per million;0.358333;0.5;7;
187692;6;13;10;1098 POMONA STREET;California;Contra Costa;Crockett;2002-01-31;Parts per billion;21.5;28.0;8;26;Parts per million;0.0075829999999999;0.016;9;14;Parts per billion;4.925;10.3;11;;Parts per million;0.25416700000000003;0.6;10;7.0
221198;6;95;4;304 TUOLUMNE ST.;California;Solano;Vallejo;2002-03-25;Parts per billion;15.476189999999999;26.0;6;25;Parts per million;0.019583;0.035;10;30;Parts per billion;0.916667;2.0;17;;Parts per million;0.475;0.7;8;8.0
86526;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2000-12-25;Parts per billion;20.625;24.0;6;23;Parts per million;0.008;0.0139999999999999;11;12;Parts per billion;15.125;26.0;19;37.0;Parts per million;0.320833;0.4;13;
76191;42;73;15;CROTON ST & JEFFERSON ST.;Pennsylvania;Lawrence;New Castle;2000-05-08;Parts per billion;27.363636;41.0;20;39;Parts per million;0.021208;0.038;11;32;Parts per billion;8.5;17.0;20;;Parts per million;1.0125;1.2;12;14.0
242246;29;189;7003;9630 ST CHAS ROCK RD, BREKENRIDGE 63314;Missouri;Saint Louis;Breckenridge Hills;2002-10-20;Parts per billion;19.666667;32.0;17;30;Parts per million;0.0085;0.024;9;20;Parts per billion;2.0;7.0;14;10.0;Parts per million;0.633333;1.1;23;13.0
330877;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2003-08-04;Parts per billion;11.791667;30.0;23;28;Parts per million;0.029958;0.0559999999999999;9;47;Parts per billion;4.1666669999999995;13.0;17;19.0;Parts per million;0.595833;0.7;6;
107607;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2001-03-21;Parts per billion;29.391303999999998;58.0;12;55;Parts per million;0.0292079999999999;0.0409999999999999;13;35;Parts per billion;3.871429;10.0;11;;Parts per million;0.8;1.2;11;14.0
416779;36;5;83;200TH STREET AND SOUTHERN BLVD Harding Lab;New York;Bronx;New York;2004-06-08;Parts per billion;34.875;53.0;5;50;Parts per million;0.048542;0.081;11;114;Parts per billion;8.8875;14.6;8;;Parts per million;0.720833;0.8;0;9.0
198648;6;37;1103;1630 N MAIN ST, LOS ANGELES;California;Los Angeles;Los Angeles;2002-12-26;Parts per billion;39.347826;52.0;17;49;Parts per million;0.006;0.016;9;14;Parts per billion;2.391304;3.0;5;4.0;Parts per million;1.454167;2.1;23;24.0
323782;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2003-08-22;Parts per billion;16.130435000000002;45.0;21;42;Parts per million;0.042667000000000004;0.071;11;87;Parts per billion;11.739130000000001;50.0;23;69.0;Parts per million;1.033333;1.1;12;13.0
42269;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2000-09-28;Parts per billion;7.0833330000000005;18.0;7;17;Parts per million;0.027375;0.036000000000000004;9;31;Parts per billion;4.85;6.6;23;;Parts per million;0.3625;0.4;0;5.0
141450;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2001-09-27;Parts per billion;3.458333;10.0;18;9;Parts per million;0.031208;0.064;10;64;Parts per billion;0.583333;3.0;14;4.0;Parts per million;0.158333;0.3;18;3.0
408006;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2004-11-12;Parts per billion;15.666667000000002;33.0;19;31;Parts per million;0.011625;0.022000000000000002;9;19;Parts per billion;2.525;3.6;11;;Parts per million;0.129167;0.4;17;
174371;42;129;8;DONOHOE ROAD - PENN DOT MAINT DIST BLDG;Pennsylvania;Westmoreland;Greensburg;2001-04-08;Parts per billion;10.25;26.0;23;25;Parts per million;0.03525;0.05;11;42;Parts per billion;1.291667;9.0;4;13.0;Parts per million;0.3125;0.7;23;
4108;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2000-05-28;Parts per billion;8.0;17.0;19;16;Parts per million;0.027917;0.045;10;38;Parts per billion;1.227273;2.0;11;3.0;Parts per million;0.317391;0.5;18;
425816;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2004-08-29;Parts per billion;11.958333;22.0;1;21;Parts per million;0.015667;0.032;10;27;Parts per billion;6.625;28.0;11;40.0;Parts per million;0.191667;0.2;0;2.0
88377;51;59;1004;          6100 ARLINGTON BLVD MONTG WARD;Virginia;Fairfax;Seven Corners;2000-04-24;Parts per billion;17.958333;38.0;21;36;Parts per million;0.0288329999999999;0.043;8;36;Parts per billion;8.25;12.0;14;17.0;Parts per million;0.7375;0.9;22;10.0
172488;42;101;4;1501 E. LYCOMING AVE.;Pennsylvania;Philadelphia;Philadelphia;2001-03-31;Parts per billion;23.5;40.0;21;38;Parts per million;0.0139169999999999;0.019;10;16;Parts per billion;0.791667;2.0;7;3.0;Parts per million;0.529167;0.6;0;7.0
89644;51;59;5001;LEWINSVILLE 1437 BALLS HILL RD;Virginia;Fairfax;McLean;2000-03-18;Parts per billion;11.625;17.0;6;16;Parts per million;0.034875;0.038;10;32;Parts per billion;23.833333;34.0;11;49.0;Parts per million;0.95;1.1;6;
387769;6;75;5;10 ARKANSAS ST.;California;San Francisco;San Francisco;2004-02-02;Parts per billion;20.521739;39.0;22;37;Parts per million;0.021792;0.03;8;25;Parts per billion;0.681818;1.0;0;1.0;Parts per million;0.4958329999999999;0.6;22;7.0
204570;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2002-04-18;Parts per billion;9.130435;25.0;4;24;Parts per million;0.0279999999999999;0.044000000000000004;10;37;Parts per billion;1.347826;4.0;4;6.0;Parts per million;0.354167;0.5;5;6.0
947;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2000-09-03;Parts per billion;21.791667;46.0;21;43;Parts per million;0.01775;0.04;10;34;Parts per billion;1.7625;5.3;2;;Parts per million;0.945833;2.0;3;23.0
137581;17;31;8003;1703 STATE ST.;Illinois;Cook;Calumet City (PU RR name Calumet Park (sta.));2001-05-06;Parts per billion;14.583332999999998;28.0;21;26;Parts per million;0.036375;0.05;12;42;Parts per billion;5.925;15.6;14;;Parts per million;0.404167;0.6;4;
41923;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2000-06-30;Parts per billion;13.521739000000002;22.0;0;21;Parts per million;0.00625;0.013000000000000001;11;11;Parts per billion;1.304348;5.0;6;7.0;Parts per million;0.520833;0.6;0;7.0
258839;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2002-07-15;Parts per billion;10.0;24.0;7;23;Parts per million;0.05275;0.078;11;106;Parts per billion;7.291666999999999;36.0;9;51.0;Parts per million;0.0125;0.2;7;
329452;26;163;16;2451 MARQUETTE;Michigan;Wayne;Detroit;2003-09-09;Parts per billion;19.416667;43.0;22;41;Parts per million;0.0209169999999999;0.04;11;34;Parts per billion;3.275;8.3;23;;Parts per million;0.295833;0.4;8;5.0
89370;51;59;5001;LEWINSVILLE 1437 BALLS HILL RD;Virginia;Fairfax;McLean;2000-01-02;Parts per billion;16.458333;25.0;0;24;Parts per million;0.013875;0.017;11;14;Parts per billion;5.2916669999999995;10.0;2;14.0;Parts per million;1.270833;1.7;0;
96866;6;13;10;1098 POMONA STREET;California;Contra Costa;Crockett;2001-10-17;Parts per billion;17.666667;28.0;7;26;Parts per million;0.015708;0.024;9;20;Parts per billion;2.0;2.0;0;3.0;Parts per million;0.20416700000000002;0.6;7;
330840;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2003-07-25;Parts per billion;13.083333;31.0;4;29;Parts per million;0.040875;0.063;10;61;Parts per billion;7.5125;12.0;20;;Parts per million;0.579167;0.7;1;8.0
375679;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2004-10-26;Parts per billion;21.304348;38.0;5;36;Parts per million;0.0241669999999999;0.032;20;27;Parts per billion;4.347826;6.0;5;9.0;Parts per million;0.354167;0.4;0;5.0
87635;51;59;5;CUB RUN LEE RD CHANT.(CUBRUN TREAT PLANT;Virginia;Fairfax;Not in a city;2000-10-15;Parts per billion;9.791667;20.0;23;19;Parts per million;0.031958;0.07400000000000001;10;97;Parts per billion;12.041667;19.0;11;27.0;Parts per million;0.354167;0.4;2;5.0
425691;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2004-07-29;Parts per billion;13.5;28.0;23;26;Parts per million;0.030583;0.069;11;80;Parts per billion;9.791667;37.0;11;52.0;Parts per million;0.275;0.4;7;
315681;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2003-10-25;Parts per billion;8.823528999999997;41.0;6;39;Parts per million;0.0290829999999999;0.039;10;33;Parts per billion;0.352941;3.0;6;4.0;Parts per million;0.352941;0.7;13;
17246;6;59;1003;2850 MESA VERDE DR EAST, COSTA MESA;California;Orange;Costa Mesa;2000-09-02;Parts per billion;8.608696;18.0;5;17;Parts per million;0.0185;0.027000000000000003;9;23;Parts per billion;0.913043;2.0;10;3.0;Parts per million;0.395652;0.8;6;
22488;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2000-12-22;Parts per billion;39.818182;53.0;2;50;Parts per million;0.011208;0.022000000000000002;11;19;Parts per billion;3.214286;4.3;2;;Parts per million;0.681818;1.4;8;
357689;48;141;37;250 Rim Rd;Texas;El Paso;El Paso;2003-06-20;Parts per billion;14.041667000000002;28.0;6;26;Parts per million;0.03325;0.051;9;43;Parts per billion;0.041667;1.0;9;1.0;Parts per million;0.320833;0.9;6;
293184;6;59;1003;2850 MESA VERDE DR EAST, COSTA MESA;California;Orange;Costa Mesa;2003-02-01;Parts per billion;28.434783000000003;56.0;0;53;Parts per million;0.0249169999999999;0.042;11;36;Parts per billion;2.914286;5.6;11;;Parts per million;1.195833;2.0;3;23.0
344392;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2003-06-15;Parts per billion;4.625;15.0;21;14;Parts per million;0.028792;0.045;10;38;Parts per billion;0.291667;1.0;8;1.0;Parts per million;0.0;0.0;0;0.0
121761;6;75;5;10 ARKANSAS ST.;California;San Francisco;San Francisco;2001-05-12;Parts per billion;8.304348;14.0;5;13;Parts per million;0.040375;0.043;10;36;Parts per billion;1.042857;1.3;8;;Parts per million;0.5;0.6;18;
386439;6;73;2007;1100 PASEO INTERNATIONAL, OTAY MESA, CA;California;San Diego;San Diego;2004-02-28;Parts per billion;12.695652;26.0;19;25;Parts per million;0.026375;0.042;10;36;Parts per billion;0.942857;5.0;8;;Parts per million;0.770833;1.1;0;13.0
158311;36;103;9;57 DIVISION STREET;New York;Suffolk;Holtsville;2001-06-09;Parts per billion;12.666667;28.0;0;26;Parts per million;0.0455;0.0559999999999999;9;47;Parts per billion;3.791667;5.0;7;7.0;Parts per million;0.029167000000000002;0.1;0;
146714;21;111;51;7201 WATSON LN, WATSON LN ELEMENTARY SCH;Kentucky;Jefferson;Louisville;2001-07-10;Parts per billion;10.125;24.0;21;23;Parts per million;0.026917;0.051;10;43;Parts per billion;2.869565;30.0;8;43.0;Parts per million;0.4333329999999999;0.5;7;6.0
390415;6;83;1025;LFC #1-LAS FLORES CANYON;California;Santa Barbara;Capitan;2004-05-31;Parts per billion;3.5652169999999996;6.0;8;6;Parts per million;0.052000000000000005;0.064;11;64;Parts per billion;1.042857;1.6;14;;Parts per million;0.2333329999999999;0.3;9;3.0
80768;42;125;5;CHARLER01 WASTE TREATMENT PLANT;Pennsylvania;Washington;Charleroi;2000-10-21;Parts per billion;16.375;31.0;22;29;Parts per million;0.023167;0.061;11;54;Parts per billion;4.975;9.0;14;;Parts per million;0.345833;1.2;1;
225764;11;1;41;420 34th Street N.E.,Washington, DC 20019;District Of Columbia;District of Columbia;Washington;2002-09-12;Parts per billion;23.875;50.0;19;47;Parts per million;0.0209169999999999;0.038;10;32;Parts per billion;3.75;7.6;5;;Parts per million;1.0;1.3;22;15.0
102915;6;37;30;651 S. MOTT STREET (SB 25 TRAILER);California;Los Angeles;Los Angeles;2001-03-10;Parts per billion;23.363636;29.0;19;27;Parts per million;0.011667;0.018000000000000002;9;15;Parts per billion;2.4;3.0;23;;Parts per million;0.504167;0.7;23;8.0
131181;6;111;3001;545 CENTRAL AVENUE, OXNARD, CA  93030;California;Ventura;Not in a city;2001-01-01;Parts per billion;18.608696;28.0;18;26;Parts per million;0.011375;0.024;9;20;Parts per billion;0.7391300000000001;2.0;11;3.0;Parts per million;0.49565200000000004;0.7;0;
442807;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2004-09-04;Parts per billion;14.666667000000002;23.0;18;22;Parts per million;0.021292;0.048;9;41;Parts per billion;5.391304;7.0;15;10.0;Parts per million;0.1625;0.4;17;
392789;6;83;2011;380 N FAIRVIEW AVENUE, GOLETA;California;Santa Barbara;Goleta;2004-01-17;Parts per billion;10.952380999999999;19.0;18;18;Parts per million;0.0165;0.0289999999999999;10;25;Parts per billion;0.383333;1.0;11;;Parts per million;0.4333329999999999;0.6;0;7.0
396093;6;87;3; Center St;California;Santa Cruz;Davenport;2004-08-07;Parts per billion;3.818182;10.0;18;9;Parts per million;0.015792;0.022000000000000002;9;19;Parts per billion;0.1428569999999999;1.0;23;;Parts per million;0.1708329999999999;0.3;19;3.0
435893;42;125;5;CHARLER01 WASTE TREATMENT PLANT;Pennsylvania;Washington;Charleroi;2004-10-02;Parts per billion;10.75;20.0;5;19;Parts per million;0.023042;0.042;9;36;Parts per billion;4.625;9.0;15;13.0;Parts per million;0.333333;0.5;0;
320972;17;163;10;13TH & TUDOR;Illinois;Saint Clair;East Saint Louis;2003-11-29;Parts per billion;11.958333;20.0;4;19;Parts per million;0.0195;0.027000000000000003;11;23;Parts per billion;3.5875;14.0;23;;Parts per million;0.3875;0.4;3;5.0
309535;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2003-01-31;Parts per billion;2.35;6.0;23;6;Parts per million;0.0325;0.038;11;32;Parts per billion;0.35;1.0;0;1.0;Parts per million;0.08;0.2;23;
380781;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2004-08-06;Parts per billion;7.391303999999999;16.0;21;15;Parts per million;0.022083000000000002;0.042;11;36;Parts per billion;0.913043;3.0;0;4.0;Parts per million;0.216667;0.3;20;3.0
101255;6;13;3001;583 W. 10TH ST., PITTSBURG;California;Contra Costa;Pittsburg;2001-12-03;Parts per billion;9.478261;23.0;21;22;Parts per million;0.0206669999999999;0.0279999999999999;8;24;Parts per billion;1.272727;4.0;12;6.0;Parts per million;0.395833;0.4;0;5.0
129262;6;87;3; Center St;California;Santa Cruz;Davenport;2001-08-30;Parts per billion;4.25;10.0;15;9;Parts per million;0.0199169999999999;0.026000000000000002;10;22;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.154167;0.2;8;2.0
24388;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2000-05-02;Parts per billion;17.304348;42.0;8;40;Parts per million;0.0428329999999999;0.051;10;43;Parts per billion;3.6956519999999995;6.0;8;9.0;Parts per million;0.604348;1.0;8;
80468;42;125;5;CHARLER01 WASTE TREATMENT PLANT;Pennsylvania;Washington;Charleroi;2000-08-07;Parts per billion;8.045455;18.0;6;17;Parts per million;0.037000000000000005;0.0559999999999999;10;47;Parts per billion;4.866667;14.0;11;;Parts per million;0.0125;0.3;15;
311137;6;87;3; Center St;California;Santa Cruz;Davenport;2003-05-22;Parts per billion;5.3333330000000005;13.0;6;12;Parts per million;0.032542;0.049;8;42;Parts per billion;0.675;1.0;14;;Parts per million;0.383333;0.5;22;
381548;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2004-08-17;Parts per billion;13.444444;20.0;20;19;Parts per million;0.03025;0.075;11;100;Parts per billion;1.666667;3.0;0;4.0;Parts per million;0.4333329999999999;0.6;4;
381203;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2004-11-19;Parts per billion;12.714286;19.0;4;18;Parts per million;0.001;0.001;0;1;Parts per billion;0.0;0.0;2;;Parts per million;0.555556;0.7;8;8.0
128242;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2001-12-18;Parts per billion;0.565217;2.0;10;2;Parts per million;0.028875;0.035;11;30;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.216667;0.3;20;3.0
153212;34;7;3;"COPEWOOD E. DAVIS STS; TRAILER";New Jersey;Camden;Camden;2001-05-04;Parts per billion;30.916666999999997;60.0;10;57;Parts per million;0.053375;0.092;12;142;Parts per billion;13.916667000000002;26.0;7;37.0;Parts per million;0.55;0.7;11;8.0
418490;36;81;124;Queens College   65-30 Kissena Blvd  Parking Lot#6;New York;Queens;New York;2004-08-26;Parts per billion;17.958333;29.0;4;27;Parts per million;0.0202919999999999;0.034;9;29;Parts per billion;1.45;3.0;4;4.0;Parts per million;0.545833;0.7;4;8.0
211086;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2002-12-26;Parts per billion;42.809523999999996;59.0;10;56;Parts per million;0.005125;0.013000000000000001;11;11;Parts per billion;3.84;4.0;8;;Parts per million;1.354167;1.7;8;19.0
198172;6;37;1103;1630 N MAIN ST, LOS ANGELES;California;Los Angeles;Los Angeles;2002-08-29;Parts per billion;26.782609000000004;48.0;11;45;Parts per million;0.03025;0.051;10;43;Parts per billion;1.913043;5.0;8;7.0;Parts per million;0.625;0.9;11;10.0
356633;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2003-09-21;Parts per billion;16.318182;35.0;21;33;Parts per million;0.037125;0.061;11;54;Parts per billion;0.875;2.0;11;3.0;Parts per million;0.486957;0.7;3;
105139;6;37;1002;228 W. PALM AVE., BURBANK;California;Los Angeles;Burbank;2001-07-03;Parts per billion;47.913043;71.0;9;69;Parts per million;0.025542;0.069;9;80;Parts per billion;3.071429;5.6;20;;Parts per million;0.9625;1.3;10;15.0
371483;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2004-09-25;Parts per billion;19.73913;49.0;20;46;Parts per million;0.030208;0.0579999999999999;9;49;Parts per billion;0.265217;1.0;20;1.0;Parts per million;1.1565219999999998;4.9;20;
370789;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2004-04-04;Parts per billion;15.608695999999998;49.0;20;46;Parts per million;0.026583;0.054000000000000006;10;46;Parts per billion;0.24285700000000002;0.4;23;;Parts per million;0.591304;1.9;20;
274992;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2003-03-27;Parts per billion;25.190476;47.0;0;44;Parts per million;0.023292;0.035;12;30;Parts per billion;2.3;4.0;6;6.0;Parts per million;0.758333;1.2;1;14.0
41230;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2000-01-03;Parts per billion;14.047619000000001;26.0;8;25;Parts per million;0.017625;0.032;10;27;Parts per billion;0.208333;2.0;8;3.0;Parts per million;0.847826;2.1;8;
129024;6;87;3; Center St;California;Santa Cruz;Davenport;2001-07-01;Parts per billion;6.363636;19.0;17;18;Parts per million;0.021375;0.033;8;28;Parts per billion;1.657143;5.3;17;;Parts per million;0.408333;0.6;22;7.0
287210;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2003-09-28;Parts per billion;7.478261;14.0;21;13;Parts per million;0.016458;0.033;9;28;Parts per billion;0.0;0.0;2;;Parts per million;0.504167;0.6;0;7.0
437965;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2004-03-18;Parts per billion;13.833332999999998;32.0;21;30;Parts per million;0.020708;0.034;10;29;Parts per billion;1.7375;4.0;2;;Parts per million;0.279167;0.4;6;
31165;6;83;2011;380 N FAIRVIEW AVENUE, GOLETA;California;Santa Barbara;Goleta;2000-01-15;Parts per billion;35.05;55.0;21;52;Parts per million;0.0015;0.003;12;3;Parts per billion;0.766667;1.3;23;;Parts per million;1.182353;1.4;0;16.0
41259;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2000-01-10;Parts per billion;18.083333;26.0;0;25;Parts per million;0.00975;0.023;10;19;Parts per billion;0.583333;3.0;2;4.0;Parts per million;0.933333;1.4;1;16.0
376011;6;37;5001;5234 W. 120TH ST., HAWTHORNE;California;Los Angeles;Hawthorne;2004-01-17;Parts per billion;26.478261;37.0;3;35;Parts per million;0.017083;0.036000000000000004;11;31;Parts per billion;0.608696;5.0;13;7.0;Parts per million;0.55;0.7;7;8.0
106278;6;37;1103;1630 N MAIN ST, LOS ANGELES;California;Los Angeles;Los Angeles;2001-04-20;Parts per billion;24.826087;40.0;5;38;Parts per million;0.023292;0.032;9;27;Parts per billion;0.657143;3.3;8;;Parts per million;0.417391;0.7;5;
228760;17;31;8003;1703 STATE ST.;Illinois;Cook;Calumet City (PU RR name Calumet Park (sta.));2002-06-16;Parts per billion;22.416667;44.0;23;42;Parts per million;0.0170419999999999;0.031;9;26;Parts per billion;1.7625;3.3;14;;Parts per million;0.516667;0.7;23;8.0
